path	accessible	show_toplevel	origin_url	is_promptops_gui
/Volumes/X9_DEV/Dev/Projects/promptops-gui	1	/Volumes/X9_DEV/Dev/Projects/promptops-gui	git@github.com:Doogie201/promptops-gui.git	1
/private/tmp/promptops/S09/closeout_cert/20260304_150150_56401/repo	1	/private/tmp/promptops/S09/closeout_cert/20260304_150150_56401/repo	git@github.com:Doogie201/promptops-gui.git	1
/tmp/promptops/S06/tests/13101/at-s06-02/local	1	/private/tmp/promptops/S06/tests/13101/at-s06-02/local		0
/tmp/promptops/S06/tests/13101/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/13101/at-s06-02/primary	/tmp/promptops/S06/tests/13101/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/13101/at-s06-03/local	1	/private/tmp/promptops/S06/tests/13101/at-s06-03/local		0
/tmp/promptops/S06/tests/13101/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/13101/at-s06-03/primary	/tmp/promptops/S06/tests/13101/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/13103/at-s06-02/local	1	/private/tmp/promptops/S06/tests/13103/at-s06-02/local		0
/tmp/promptops/S06/tests/13103/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/13103/at-s06-02/primary	/tmp/promptops/S06/tests/13103/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/13103/at-s06-03/local	1	/private/tmp/promptops/S06/tests/13103/at-s06-03/local		0
/tmp/promptops/S06/tests/13103/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/13103/at-s06-03/primary	/tmp/promptops/S06/tests/13103/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/21012/at-s06-02/local	1	/private/tmp/promptops/S06/tests/21012/at-s06-02/local		0
/tmp/promptops/S06/tests/21012/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/21012/at-s06-02/primary	/tmp/promptops/S06/tests/21012/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/21012/at-s06-03/local	1	/private/tmp/promptops/S06/tests/21012/at-s06-03/local		0
/tmp/promptops/S06/tests/21012/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/21012/at-s06-03/primary	/tmp/promptops/S06/tests/21012/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/23986/at-s06-02/local	1	/private/tmp/promptops/S06/tests/23986/at-s06-02/local		0
/tmp/promptops/S06/tests/23986/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/23986/at-s06-02/primary	/tmp/promptops/S06/tests/23986/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/23986/at-s06-03/local	1	/private/tmp/promptops/S06/tests/23986/at-s06-03/local		0
/tmp/promptops/S06/tests/23986/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/23986/at-s06-03/primary	/tmp/promptops/S06/tests/23986/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/26752/at-s06-02/local	1	/private/tmp/promptops/S06/tests/26752/at-s06-02/local		0
/tmp/promptops/S06/tests/26752/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/26752/at-s06-02/primary	/tmp/promptops/S06/tests/26752/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/26752/at-s06-03/local	1	/private/tmp/promptops/S06/tests/26752/at-s06-03/local		0
/tmp/promptops/S06/tests/26752/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/26752/at-s06-03/primary	/tmp/promptops/S06/tests/26752/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/27011/at-s06-02/local	1	/private/tmp/promptops/S06/tests/27011/at-s06-02/local		0
/tmp/promptops/S06/tests/27011/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/27011/at-s06-02/primary	/tmp/promptops/S06/tests/27011/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/27011/at-s06-03/local	1	/private/tmp/promptops/S06/tests/27011/at-s06-03/local		0
/tmp/promptops/S06/tests/27011/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/27011/at-s06-03/primary	/tmp/promptops/S06/tests/27011/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/29202/at-s06-02/local	1	/private/tmp/promptops/S06/tests/29202/at-s06-02/local		0
/tmp/promptops/S06/tests/29202/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/29202/at-s06-02/primary	/tmp/promptops/S06/tests/29202/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/29202/at-s06-03/local	1	/private/tmp/promptops/S06/tests/29202/at-s06-03/local		0
/tmp/promptops/S06/tests/29202/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/29202/at-s06-03/primary	/tmp/promptops/S06/tests/29202/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/32041/at-s06-02/local	1	/private/tmp/promptops/S06/tests/32041/at-s06-02/local		0
/tmp/promptops/S06/tests/32041/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/32041/at-s06-02/primary	/tmp/promptops/S06/tests/32041/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/32041/at-s06-03/local	1	/private/tmp/promptops/S06/tests/32041/at-s06-03/local		0
/tmp/promptops/S06/tests/32041/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/32041/at-s06-03/primary	/tmp/promptops/S06/tests/32041/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/33236/at-s06-02/local	1	/private/tmp/promptops/S06/tests/33236/at-s06-02/local		0
/tmp/promptops/S06/tests/33236/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/33236/at-s06-02/primary	/tmp/promptops/S06/tests/33236/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/33236/at-s06-03/local	1	/private/tmp/promptops/S06/tests/33236/at-s06-03/local		0
/tmp/promptops/S06/tests/33236/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/33236/at-s06-03/primary	/tmp/promptops/S06/tests/33236/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/34496/at-s06-02/local	1	/private/tmp/promptops/S06/tests/34496/at-s06-02/local		0
/tmp/promptops/S06/tests/34496/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/34496/at-s06-02/primary	/tmp/promptops/S06/tests/34496/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/34496/at-s06-03/local	1	/private/tmp/promptops/S06/tests/34496/at-s06-03/local		0
/tmp/promptops/S06/tests/34496/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/34496/at-s06-03/primary	/tmp/promptops/S06/tests/34496/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/34579/at-s06-02/local	1	/private/tmp/promptops/S06/tests/34579/at-s06-02/local		0
/tmp/promptops/S06/tests/34579/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/34579/at-s06-02/primary	/tmp/promptops/S06/tests/34579/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/34579/at-s06-03/local	1	/private/tmp/promptops/S06/tests/34579/at-s06-03/local		0
/tmp/promptops/S06/tests/34579/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/34579/at-s06-03/primary	/tmp/promptops/S06/tests/34579/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/34935/at-s06-02/local	1	/private/tmp/promptops/S06/tests/34935/at-s06-02/local		0
/tmp/promptops/S06/tests/34935/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/34935/at-s06-02/primary	/tmp/promptops/S06/tests/34935/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/34935/at-s06-03/local	1	/private/tmp/promptops/S06/tests/34935/at-s06-03/local		0
/tmp/promptops/S06/tests/34935/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/34935/at-s06-03/primary	/tmp/promptops/S06/tests/34935/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/37196/at-s06-02/local	1	/private/tmp/promptops/S06/tests/37196/at-s06-02/local		0
/tmp/promptops/S06/tests/37196/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/37196/at-s06-02/primary	/tmp/promptops/S06/tests/37196/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/37196/at-s06-03/local	1	/private/tmp/promptops/S06/tests/37196/at-s06-03/local		0
/tmp/promptops/S06/tests/37196/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/37196/at-s06-03/primary	/tmp/promptops/S06/tests/37196/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/43903/at-s06-02/local	1	/private/tmp/promptops/S06/tests/43903/at-s06-02/local		0
/tmp/promptops/S06/tests/43903/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/43903/at-s06-02/primary	/tmp/promptops/S06/tests/43903/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/43903/at-s06-03/local	1	/private/tmp/promptops/S06/tests/43903/at-s06-03/local		0
/tmp/promptops/S06/tests/43903/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/43903/at-s06-03/primary	/tmp/promptops/S06/tests/43903/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/45000/at-s06-02/local	1	/private/tmp/promptops/S06/tests/45000/at-s06-02/local		0
/tmp/promptops/S06/tests/45000/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/45000/at-s06-02/primary	/tmp/promptops/S06/tests/45000/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/45000/at-s06-03/local	1	/private/tmp/promptops/S06/tests/45000/at-s06-03/local		0
/tmp/promptops/S06/tests/45000/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/45000/at-s06-03/primary	/tmp/promptops/S06/tests/45000/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/45442/at-s06-02/local	1	/private/tmp/promptops/S06/tests/45442/at-s06-02/local		0
/tmp/promptops/S06/tests/45442/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/45442/at-s06-02/primary	/tmp/promptops/S06/tests/45442/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/45442/at-s06-03/local	1	/private/tmp/promptops/S06/tests/45442/at-s06-03/local		0
/tmp/promptops/S06/tests/45442/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/45442/at-s06-03/primary	/tmp/promptops/S06/tests/45442/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/47617/at-s06-02/local	1	/private/tmp/promptops/S06/tests/47617/at-s06-02/local		0
/tmp/promptops/S06/tests/47617/at-s06-02/primary	1	/private/tmp/promptops/S06/tests/47617/at-s06-02/primary	/tmp/promptops/S06/tests/47617/at-s06-02/origin.git	0
/tmp/promptops/S06/tests/47617/at-s06-03/local	1	/private/tmp/promptops/S06/tests/47617/at-s06-03/local		0
/tmp/promptops/S06/tests/47617/at-s06-03/primary	1	/private/tmp/promptops/S06/tests/47617/at-s06-03/primary	/tmp/promptops/S06/tests/47617/at-s06-03/origin.git	0
/tmp/promptops/S06/tests/48667/at-s06-02/local	1	/private/tmp/promptops/S06/tests/48667/at-s06-02/local		0
